,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
7343,1375488969757110276,Gokhan Tezgor,New York City,"Used to be a Security Specialist/DJ, used to be a journalist, used to be a rave promoter, used to be a kid. Now I'm living life.",2009-04-13 15:06:37,75,72,80,False,2021-03-26 16:45:00,"Tracking device...check! Sorry, stole that joke from a friend...I am actually smiling for the first time in a year!… https://t.co/stuYcPw0ZL",,Instagram,0,0,False
3158,1348763099369766912,peter,,"Het leven is zo  kort ,maar zo lang het duurt ,maak lol in je leven dan komt alles goed :-)",2014-03-26 01:32:27,2032,3639,45914,False,2021-01-11 22:45:56,In the usa thay have no covid anymore the only thing thay have is a @JoeBiden virus is there a #PfizerBioNTech… https://t.co/3nt19s2QgM,['PfizerBioNTech'],Twitter for Android,2,2,False
9155,1418066026332184581,Rain,"Makati City, Philippines","“Win in silence, let them think you are losing.”",2012-07-24 00:55:04,106,241,1949,False,2021-07-22 04:31:01,"Muscle pain is real… 🥺💉
#FullyVaccinated  #PfizerBioNTech  ❤️🙏","['FullyVaccinated', 'PfizerBioNTech']",Twitter for iPhone,0,1,False
9648,1425001220758986761,Sanna Johanna,Suomi,"Catmum of 2 adopted felines| dragon spirited chubby bunny| his poppet| hotel receptionist|anglophile, x-phile, bibliophile, movie buff
#Loki #MusicIsALifesaver",2009-05-10 09:28:20,538,2684,52664,False,2021-08-10 07:49:00,"Just got my 2nd shot.
#FullyVaccinated #PfizerBiontech #Comirnaty https://t.co/3vwZwR57yj","['FullyVaccinated', 'PfizerBiontech', 'Comirnaty']",Twitter for Android,0,6,False
8745,1407282213004058629,CHEManager International,"Weinheim, Germany","Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB",2010-01-14 07:42:26,3672,1197,472,False,2021-06-22 10:20:00,Results from @CureVacRNA’s Phase 2b/3 trial with its Covid vaccine #CVnCov showed efficacy of only 47% against any… https://t.co/nNcDAx4oyp,['CVnCov'],TweetDeck,0,0,False
4518,1353310627880706048,beverly blanz,,✝️,2009-08-13 08:16:40,151,20,1879,False,2021-01-24 11:56:11,"day 1 post vaccination (2nd dose)

chills, fatigue and sore arm

#CovidVaccine #PfizerBioNTech https://t.co/JjG5NpX70d","['CovidVaccine', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
7764,1380631293755588610,Leigh1414🇨🇦🇨🇦,"Lindsay, On, Canada","Proud Canadian ❤️🇨🇦,dog mom🐾🐕🐶Blue Jay fan⚾️⚾️and a lover of all things golf 🏌🏼‍♀️🏌🏼‍♀️🏌🏼‍♀️",2009-03-06 12:47:55,117,733,1574,False,2021-04-09 21:18:45,"Booked my Pfizer shot today for Thursday (15th). 
2nd dose May 6.
I never thought I’d be so excited to get a needle… https://t.co/G1A36Nk4Yo",,Twitter for iPad,0,1,False
9462,1421483927030673409,Mr. C64,Italy,"Passionate about C and C++, computer programming, C64 and Amiga, retro-computing, aircraft, spacecraft, classical art, math and science. He/Him.",2012-01-16 11:06:20,1010,1064,2657,False,2021-07-31 14:52:32,"@PamelaBrownCNN Since scientists know the genetic code of the delta variant, can #mRNA vaccines like… https://t.co/59LxoO6qjO",['mRNA'],Tweetbot for iΟS,0,1,False
7775,1380490719203373063,French Healthcare,,"Official English account of #FrenchHealthcare, an innovative public-private initiative promoting the healthcare made in France @businessfrance @francediplo_EN",2020-01-21 15:59:54,4559,571,320,False,2021-04-09 12:00:10,"#PfizerBioNtech vaccines from #Delpharm at the Saint-Rémy plant will be available in the next few days! #Delpharm,… https://t.co/n7sqIZHdIc","['PfizerBioNtech', 'Delpharm', 'Delpharm']",Buffer,0,3,False
9989,1429844529901838337,Ken Nitz,,Ideas and things,2010-11-19 21:41:39,417,505,8020,False,2021-08-23 16:34:35,"#TheUSFood #PfizerBioNTech’s 
https://t.co/IMo9oSb4r2 
Hi all check this post out 
@FDA @TheUSFood @PfizerBioNTech… https://t.co/93O88G4ylY","['TheUSFood', 'PfizerBioNTech']",Twitter Web App,0,1,False
7174,1373952722794287109,Jamie Tarabay,HK and elsewhere,Covering cybersecurity in Asia for @business and @technology - Email: jtarabay2@bloomberg.net - Opinions are my own.,2009-08-17 18:49:06,7488,971,4862,True,2021-03-22 11:00:30,Very grateful to have gotten Jab 1 of 2. Vaccine hesitation in Hong Kong has opened the supply to those like me who… https://t.co/FtWL3ZOPv2,,Twitter for iPhone,0,27,False
5833,1362831392665726977,ScrappyTrails,London,"Expat. Reader. Amateur chef. New Yorker. Londoner.Nerd. Follow politics, media, cooking, historical fiction; irrational love of British DIY / real estate shows.",2016-02-02 02:00:44,97,985,22557,False,2021-02-19 18:28:18,Thank you @NHSEnglandLDN and my wonderful GP for my first vaccine jab today! Feeling hopeful for the first time in… https://t.co/SACyKoqZig,,Twitter for iPhone,0,0,False
6829,1370436443714240513,Just Norm,"Toronto, Ontario",Unabashedly #NeverTrump🤡Principled conservative✊Proud Canadian🇨🇦Proud Zionist🇮🇱 Pro America🇺🇸#WeTheNorth🏀🏆 #LeafsForever #BlueJays ⚾️,2014-05-23 14:38:41,1272,966,40441,False,2021-03-12 18:08:04,@CooperPhaedrus @kinsellawarren I just made an appointment to get my 1st shot of #AstraZeneca for tomorrow morning… https://t.co/9wfW9z6YdV,['AstraZeneca'],Twitter for iPad,0,1,False
7306,1375871054690676738,MommaCatt,,Wife of Jim for 27 years. Mother of 2 beautiful women now 20 & 23. 1st grade teacher for 26 1/2 years. Going to graduate school. Lord in heaven help me.,2019-08-10 08:58:56,5,21,284,False,2021-03-27 18:03:16,Jyy it at got round #2. Let the games begin. #PfizerBiontech #vaccinated,"['PfizerBiontech', 'vaccinated']",Twitter for iPhone,0,0,False
7690,1379579652818210819,Villanelle,Dutch Caribbean/Amsterdam,A badass with a big heart 🖤,2009-12-19 03:51:55,1107,2440,6795,False,2021-04-06 23:39:55,What if corona gets corona? 🤔 #COVID19 #PfizerBiontech ?,"['COVID19', 'PfizerBiontech']",Twitter for iPhone,0,0,False
10173,1433028032235655168,MD Shahinur Rahman,Kumar Para,https://t.co/kzzJiRafWd,2021-02-05 17:57:55,635,1974,4171,False,2021-09-01 11:24:41,10 lakh doses of #PfizerBioNTech #Covid19Vaccine will arrive in #Bangladesh from #UnitedStates today. The next 50 l… https://t.co/nkNForepF7,"['PfizerBioNTech', 'Covid19Vaccine', 'Bangladesh', 'UnitedStates']",Twitter for Android,0,1,False
9651,1427832881368289284,lara,"Lipa City, Batangas","So close, yet so far",2017-03-27 11:36:21,62,83,1677,False,2021-08-18 03:21:01,1st Dose ✅ #PfizerBioNTech,['PfizerBioNTech'],Twitter for Android,0,0,False
4383,1353279104360062976,matigraffi,"Niedersachsen, Deutschland",Argentinian philosopher living in Germany. Phenomenologist and Marxist.,2018-07-22 08:58:25,253,488,29918,False,2021-01-24 09:50:55,When are we going to accept that the wish to be over with the pandemic and the reluctance of western governments to… https://t.co/eVTQNN9vDm,,Twitter for Android,0,0,False
6925,1371533719941623809,Jamil Warrak😷,,Telecoms & Tech || Sports || Politics (March 14) || Geography || Travel || Cultures & Communities || Photography || Languages || Poker || Chess || Cars,2011-02-23 03:49:40,979,454,20348,False,2021-03-15 18:48:15,So the former minister of public health @GhassanHasbani has just stated that #Covid_19 vaccine manufacturers DO sel… https://t.co/PidwYU6mYF,['Covid_19'],Twitter for iPhone,0,1,False
1595,1342806298107252736,Simonas Satunas,"Brussels, Belgium","Acting Lithuanian PermRep to EU and COREPER I Ambassador, Lithuanian Permanent Representation to EU. Freedom is not Free!",2011-03-11 02:48:24,2472,202,1452,False,2020-12-26 12:15:44,First doses of #vaccines from #PfizerBioNTech reach #Lithuania! https://t.co/TEpSOigz8p,"['vaccines', 'PfizerBioNTech', 'Lithuania']",Twitter for Android,0,8,False
238,1338105475447939072,JARosenberg,The World,I have just been in a bad mood for 40 years! 🙄,2009-04-29 06:24:06,3809,4997,65494,False,2020-12-13 12:56:20,The first trucks filled with the #Pfizer #vaccine are about to hit the road!! #PfizerBioNTech 💉,"['Pfizer', 'vaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False
1821,1344327389405298688,The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,51239,236,765,True,2020-12-30 17:00:00,"Under standard rules, five doses can be drawn from each vial, but experts have said that, with the right needle and… https://t.co/NEAlolvFXM",,TweetDeck,0,2,False
1743,1343943102390824960,DRK,Chicago,"Mama, wife, Pediatric Intensivist, ECMO enthusiast",2011-07-22 15:19:53,14,15,242,False,2020-12-29 15:32:59,"Oxford-AstraZeneca, Moderna, Pfizer-BioNTech, Novavax, Johnson &amp; Johnson: it is time to include kids ages 2-12 in v… https://t.co/fGrd21Oh1P",,Twitter for iPhone,1,1,False
6045,1364297104143835138,CherylCooper,,My old Twitter account went missing in cyber space 😩 Miss all my old pals but can’t remember all of your handles.,2020-11-04 14:12:08,9,31,74,False,2021-02-23 19:32:31,Thank you #nhs #PfizerBioNTech #beginningoftheend https://t.co/iNhzoAbGbH,"['nhs', 'PfizerBioNTech', 'beginningoftheend']",Twitter for iPhone,0,1,False
6009,1364542132904742913,🐘Vicky Happer 🐘,Whitburn,Senior Digital Communications Officer at Sunderland City Council.,2009-07-03 15:50:34,348,2184,727,False,2021-02-24 11:46:11,"An early birthday present. First 🦠💉 done 💪🏻👊🏻👍🏻I recommend you to take it up when offered it. If not for you, for y… https://t.co/Dl6q7jyo08",,Twitter for iPhone,0,2,False
275,1337944492532490243,Dr Anushka Aubeelack🐝🇪🇺,London,Queen of all wild things | Doctor in anaesthetics & intensive care @nhsuk | Lecturer | Clinical Ambassador & Trustee to Compassion In Dying @agooddeath,2012-10-08 16:04:00,1892,2634,79386,False,2020-12-13 02:16:39,"I love high quality infographics for getting across multiple ideas quickly 

Here is an excellent set from The Fact… https://t.co/XvxYoaF5Ot",,Twitter for iPhone,4,4,False
4594,1354335905356673024,TheRag,Ragbag Of Reviews And Insights,siya@mmvii.co.za/heelextension@gmail.com,2019-02-11 18:11:23,484,5006,71,False,2021-01-27 07:50:16,#Covid19 Vaccine Rollout Needs Spark Even More Innovation https://t.co/EBaYqJexm1 #Ergotron #VaccinationCart  #Pfizer #PfizerBioNTech,"['Covid19', 'Ergotron', 'VaccinationCart', 'Pfizer', 'PfizerBioNTech']",Twitter Web App,1,0,False
4201,1353745938603507716,KillingEve,,"President-Elect for the United States of Freedom, First ever female president who is both smart as well as beautiful. Shills & ex-CIA agents will be killed.",2020-04-13 07:57:01,224,369,6716,False,2021-01-25 16:45:57,Here is a sample of #deaths from #PfizerBioNTech #Covidvaccine #rectalhemorrhage #cardiacfailure #chills https://t.co/tT9pAnHhiP,"['deaths', 'PfizerBioNTech', 'Covidvaccine', 'rectalhemorrhage', 'cardiacfailure', 'chills']",Twitter Web App,0,0,False
5161,1357678001002061829,ArtistJamesBergman,"Fargo, ND","Singer/songwriter/SLP/dad/UCC member/ husband/GLBTQ Ally/feminist/ineffective Twitter user/ https://t.co/WBLTVKHHDf pronouns: he, him",2009-03-05 15:39:44,169,500,3621,False,2021-02-05 13:10:34,"Got my second shot yesterday! 🎶Thanks to #scientists and @DollyParton🎶 

#vaccinated #COVID #lookslikewemadeit… https://t.co/moeAXkCFL4","['scientists', 'vaccinated', 'COVID', 'lookslikewemadeit']",Twitter for iPad,2,1,False
2583,1347600585361678338,Laurel Leaf Network,London,❤Love Networking. Join over 25K members here: https://t.co/IdaoLEBg0O….,2015-07-21 17:10:08,1951,1101,6291,False,2021-01-08 17:46:31,"🍂😷💉 Pfizer Covid vaccine does protect against super-contagious Covid strains including South African mutation, stud… https://t.co/fzHlpBkDb8",,Hootsuite Inc.,0,0,False
4874,1354842742246035465,HSE Mid West Community Healthcare,,High quality integrated services as close to home as possible for people of MidWest.Our vision is a quality service valued by all. Chief Off @maria1bridgeman,2018-02-08 22:41:58,1850,499,2920,False,2021-01-28 17:24:16,"Tom Lillis, resident at Regina House Nursing Unit in Kilrush, Co. Clare was delighted to receive the 2nd dose of… https://t.co/ewfvHnOk2f",,Twitter Web App,3,15,False
4338,1352715176307433474,Lynn,,"Neuropsychologist, nature lover, global adventurer, scuba diver, shark enthusiast, Zumba addict, enophile, reformed motorcyclist, health & fitness activist 🧠",2013-09-12 03:30:57,98,533,2740,False,2021-01-22 20:30:04,"Thrilled to have received my second #PfizerBioNTech #covid19 #vaccine!
#RightToBareArms 💪🏽💉 https://t.co/AL4e8EVPwA","['PfizerBioNTech', 'covid19', 'vaccine', 'RightToBareArms']",Twitter for iPhone,1,2,False
7541,1376894930459758598,Kwan Kew Lai,"Boston, Massachusetts, USA","Infectious Disease physician, Harvard Medical Faculty Physician, author, disaster response medical volunteer, artist, runner.
https://t.co/g8JrRR8kCI",2018-11-09 15:30:24,134,75,41,False,2021-03-30 13:51:47,"The #Moderna and #PfizerBiontech vaccines are very effective in real-world conditions at preventing infections, the… https://t.co/fIvZMmpcTB","['Moderna', 'PfizerBiontech']",Twitter Web App,1,4,False
6517,1367478837970427909,Shannon,Here and there,"A writer, a belly dancer, a musician, a teacher, a city girl. Your resident angry feminist.",2007-07-27 20:15:18,115,99,1090,False,2021-03-04 14:15:36,"so we dress up for the #vaccine appointments like people used to for airplane flights, right? I wanna get the etiqu… https://t.co/7AV4RL8pc4",['vaccine'],Twitter Web App,0,2,False
3604,1350201240509157377,Cekici safia,"Marseille, France",Enseignante Contractuelle• Justice ⚖️ For Jamal Khashoggi🤲🏽💔 🇹🇷🤲🏽🇫🇷 ٱللَّٰهُ أَكْبَرُ 🔶,2020-09-11 04:32:57,105,382,4083,False,2021-01-15 22:00:35,2 million deaths worldwide 💔😔🤲🏽 #Coronavirus #COVID-19 #PfizerBioNTech #BREAKING,"['Coronavirus', 'COVID', 'PfizerBioNTech', 'BREAKING']",Twitter for iPhone,0,0,False
4875,1354842211414929410,Ewtalburg Nikolas,European Union,,2014-11-15 15:09:39,54,11,1410,False,2021-01-28 17:22:09,"BionTech's new factory in Marburg, Germany, has received the medical production approval ! 
Till June 2021 it plans… https://t.co/ZMSA0Z0fmU",,Twitter Web App,2,2,False
1346,1341566175386451968,Marc Siegel MD,,"@FoxNews Med contributor, Professor Medicine @nyulangone, nothing opinion of employer, Medical Director NYUDoctorRadio @SiriusXm https://t.co/E9GVSZXKKT",2010-06-01 21:30:29,36484,542,10323,False,2020-12-23 02:07:55,Joe Biden receives his first dose of Pfizer COVID-19 vaccine https://t.co/7Eo36Ytpxo @BillHemmer @HemmerReports… https://t.co/lEyvzZoDKc,,Twitter for iPhone,2,3,False
5637,1364284363471532038,RWinstanley-Chesters,,"Dr Winstanley-Chesters, University of Leeds, Bath Spa, f. Australian National University. Huge Bela Tarr and Pastels fan. https://t.co/DnPrK8RrGn",2011-12-14 14:52:55,628,51,34,False,2021-02-23 18:41:54,"Super #pomo moment for me this afternoon after having my #COVID19 #PfizerBioNTech jab, listening to #AdamBuxton's p… https://t.co/gGjOZKEMcD","['pomo', 'COVID19', 'PfizerBioNTech', 'AdamBuxton']",Twitter for Android,0,0,False
9374,1419621019082444806,The Peninsula Qatar,Qatar,"News you can trust. Local Focus Global Vision. 
The official account of The Peninsula, a Qatari daily newspaper.",2009-07-25 08:41:05,56730,229,780,True,2021-07-26 11:30:00,"The study involved 499 medical workers - 100 receiving mixed doses, 200 taking two doses of the #PfizerBioNTech sho… https://t.co/7BVNTozqO7",['PfizerBioNTech'],TweetDeck,0,4,False
7768,1380578086383611905,Dillon 💚🏳️‍🌈,"Madison, NY",Living with a rare disease; Friedreich’s Ataxia and I just so happen to be a queer hopeless romantic Disney Nerd!,2019-09-12 14:25:05,86,1833,50492,False,2021-04-09 17:47:20,Day two of the full vaccine of #PfizerBiontech and still a bit groggy and low energy. Plus my allergies are acting… https://t.co/QBs0bwOvCT,['PfizerBiontech'],Twitter for iPhone,0,0,False
9750,1427459454656778241,Alicia Ault,"DC, Baltimore, New Orleans","Twitter master, not. @Medscape @Smithsonian science, medicine, art, culture. May not always tweet responsibly. Music, Food, NOLA and Tennis float my boat.",2009-03-03 21:43:00,3008,2461,686,False,2021-08-17 02:37:09,U.S. to Advise #COVID19 Booster shots for Most Americans 8 Months After Vaccination https://t.co/8Vj7Lj5QLx… https://t.co/0wpV3eypaY,['COVID19'],Twitter Web App,3,0,False
8128,1395034589295431682,Silvia Guerra,,"""Faccio cose, vedo gente"" 
Lab'Bel Art Director since 2010 (https://t.co/De0aqRXzoO), exhibition maker (most say curator). Love poetry, art and freedom.",2015-01-24 18:35:34,46,81,681,False,2021-05-19 15:12:19,"No woman no cry 😃!
Classic environment for my first #pfizerbiontech shot today in front of the French Pantheon ! 
T… https://t.co/YaEQk3IIqj",['pfizerbiontech'],Twitter for iPhone,0,0,False
2466,1346840829499871234,"Amber Hildreth, DO","Denver, CO",Pediatric Transplant Hepatologist at Presbyterian/St. Luke’s and Rocky Mountain Hospital for Children. @rmhcfamily #savekids #donatelife,2014-07-25 22:37:16,173,470,400,False,2021-01-06 15:27:31,Day 2 post #CovidVaccine dose 2 and zero complaints! I felt fatigued and achy for a few hours yesterday afternoon (… https://t.co/dTrK5jQPgK,['CovidVaccine'],Twitter for iPhone,0,2,False
8401,1399289550418104325,Yahoo India,World Wide Web,"We endeavour to provide news that is unbiased, accurate and credible.",2009-08-28 04:44:40,100339,166,153,True,2021-05-31 09:00:01,"Pune Man Writes to Pfizer CEO Seeking Update on Vaccine Supply in India, Receives Response

https://t.co/WD9U6sdM4i… https://t.co/iLqgKGPzgT",,TweetDeck,0,0,False
1376,1341466931119927297,حسن سجواني 🇦🇪 Hassan Sajwani,"Dubai, United Arab Emirates","Hassan Sajwani an #Emirati tweets #news #tech business #counterTerrorism, politics, RTs not endorsements.Patriot #الله_ثم_الوطن_ثم_رئيس_الدولة Personal account",2011-12-08 17:40:27,96008,599,32782,True,2020-12-22 19:33:34,BREAKING: UAE Ministry of Health &amp; Prevention confirms the emergency registration of #PfizerBioNTech vaccine in the UAE - WAM,['PfizerBioNTech'],Twitter for iPhone,9,84,False
9698,1425320847405879299,Sam,,,2010-06-13 14:33:35,26,500,1001,False,2021-08-11 04:59:05,"@US_FDA, heed the letter you received from the @AmerAcadPeds American Academy of Pediatrics earlier this week.… https://t.co/jar3BnTAS9",,Twitter for iPad,0,0,False
5480,1360216784381612036,Hilary,Wales,"Learn from mistakes, respect eachother, the time really is now",2021-01-04 14:33:18,60,86,1992,False,2021-02-12 13:18:47,"@WakeAustralia @Bulldoggy66 well done you guys

Meanwhile figs for #WALES 

(don't forget we're under the strictest… https://t.co/IyZpsLKyhs",['WALES'],Twitter Web App,1,0,False
5675,1361740075248152576,"BST, M.S.","Arizona, USA","First-Gen & LatinX 🇲🇽🇨🇴 From statistic to — BioEngineer🦾 | Researcher 🧬👨🏽‍🔬 | Rising MS1, M.D.👨🏽‍⚕️ Let’s close these gaps. 🗣🔥",2017-10-04 02:27:53,77,285,324,False,2021-02-16 18:11:48,Today is a beautiful day. My heart is full to finally see it in front of me. 19 days post 2nd dose of the… https://t.co/Srk8YW0gsM,,Twitter for iPhone,0,2,False
10313,1438153648329068550,Asintomatico/a/e,"Gijón, España",,2010-10-24 15:17:53,583,210,30363,False,2021-09-15 14:52:04,#Sanidad #SanidadPublica #Covid_19 #PfizerBiontech transparencia.💸💸💸💸💰💰💰💰 https://t.co/MYCMw9adNo https://t.co/4WYnigkHMe,"['Sanidad', 'SanidadPublica', 'Covid_19', 'PfizerBiontech']",Twitter Web App,0,0,False
8364,1396243954979459073,Research Girl (she/her),"Nanaimo, BC","Jocelyn M: #spinalcordinjury health wonk, bionic nerd, gamer, #handcyclist 💖💜💙. Working towards better healthcare 4 all & public engagement w science.",2011-11-13 10:15:42,759,880,2511,False,2021-05-22 23:17:54,Omg I’m so glad i finally got #1! I can already feel the 5G tingling! #pfizerBioNtech #covid19vaccine @ Beban Park… https://t.co/E26bUxzP9E,"['pfizerBioNtech', 'covid19vaccine']",Instagram,0,8,False
414,1338836513031909382,Matteo de Castello,"Barcelona, Spain",I trust science and love philosophy. I hate prejudices. Film & TV producer. Born at 337.08. I periodically delete old tweets.,2009-06-29 15:41:21,320,263,3952,False,2020-12-15 13:21:13,I wonder what the hell #EMA members have to do that they cannot meet before Christmas and must wait the 29 Dec. Sur… https://t.co/ndJPZgcDiY,['EMA'],Twitter for iPhone,0,0,False
10776,1451200998672789505,Global Tribune,New Delhi,India's Fearless National Mind,2020-02-22 06:35:12,71,8,16,False,2021-10-21 14:57:34,"Pfizer-BioNTech 3rd Dose Vaccine Shows 95.3% Efficacy: Report 
#PfizerBiontech #Vaccine #Report 
https://t.co/iR4SsBAZuF","['PfizerBiontech', 'Vaccine', 'Report']",Twitter for Android,0,0,False
6359,1366009812396482563,The Connexion,France,"France's English newspaper | Le journal français, en anglais.
Login or subscribe for the latest news for residents, second-home owners and travellers to France.",2009-07-04 22:54:58,8828,1087,286,False,2021-02-28 12:58:13,First report into side-effects of Covid vaccines in France | The report from @ansm analysed data from across the co… https://t.co/GpbCQawCzk,,Twitter Web App,0,1,False
5472,1360242506647048193,CHEManager International,"Weinheim, Germany","Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB",2010-01-14 07:42:26,3532,1197,467,False,2021-02-12 15:01:00,A German pressure group calling itself @Peng has started a campaign called #BiontechLeaks calling on… https://t.co/Ylk4yB5mT7,['BiontechLeaks'],TweetDeck,0,0,False
5846,1362807634160713732,Cristina Thevenot,France,"#Humanitarian & #social worker with @MDM_France. Views & words are my own, except RT. Ex @Solidarites_Int @ACF_France. #NGO #Health #WASH #Refugees #HumanRights",2014-09-13 04:23:32,682,987,3741,False,2021-02-19 16:53:54,"#PfizerBioNTech #Vaccine Is Highly Effective After One Dose and Can Be Stored in Normal Freezers, Data Shows.
Peer-… https://t.co/XVZW1gzTIa","['PfizerBioNTech', 'Vaccine']",Twitter for Android,0,0,False
7035,1372704391879352320,Tom Poole,,"Broadcast Engineer, Digital Producer, Photography, Psychology, Sport&Health Science.
#StandwithHongKong
#Hydrothermaltherapy
#SaveWestonWoods
#5G
#AR #VR #XR",2011-05-22 20:18:58,1837,5002,25716,False,2021-03-19 00:20:05,"@drbeen_medical 

Vaccinated. 

#PfizerBiontech",['PfizerBiontech'],Twitter for Android,0,0,False
226,1338136846715404289,Words Heal the World,"London, England",We empower students to challenge hate speech and develop strategies to tackle different types of extremism. Luxembourg Peace Prize awarded NGO.,2017-06-12 17:19:57,356,610,1239,False,2020-12-13 15:01:00,"(ENG) NHS workers: 'Vaccine is a game changer' | #hopenews

#NHSheroes #bbcnews #vaccine #Covid19UK #COVID19… https://t.co/sO4SSoENRj","['hopenews', 'NHSheroes', 'bbcnews', 'vaccine', 'Covid19UK', 'COVID19']",Twitter Web App,0,1,False
10641,1447032628230574083,Piya 💫,JOHOR,Haf's wife + Aydeen's mommy 👼🏻💕🕊,2017-04-29 23:34:23,227,166,45314,False,2021-10-10 02:53:57,"✅ 1st Dose 💉
✅ 2nd Dose 💉

#FullyVaccinated #pfizerbiontech https://t.co/rFJJ7NQvCB","['FullyVaccinated', 'pfizerbiontech']",Twitter for iPhone,0,0,False
7538,1376920978165542918,Ciara O'Sullivan,"Birmingham, UK , Cork, Ireland","Irish actress/nurse slowly and not so surely working my way towards a life on screen and stage...

I bear no responsibility for my views! 
🇮🇪🇮🇪",2013-01-03 21:52:43,5629,5134,4705,False,2021-03-30 15:35:17,Thanks #NHS for fully vaccinating me. Now #Ireland #HSE pull out the fucking finger and vaccinate my aged parents… https://t.co/JqziHkNwvL,"['NHS', 'Ireland', 'HSE']",Twitter for Android,0,3,False
7853,1381547499819782146,magdalena steinrück,"Klosterneuburg, Österreich","Empathy & factfulness beats alarmism & denialism. science communicator @ISTAustria, bacterial genetics PhD, mum, data nerd at heart. 🧬🔬📈 Private account",2017-11-25 23:03:57,529,387,3514,False,2021-04-12 09:59:26,Guess which Austrian district has been subject of a recent mass vaccination campaign. So cool! #vaccineswork… https://t.co/yOWzWH3rii,['vaccineswork'],Twitter Web App,1,27,False
37,1337734069816348673,Farooq Anees,"دبي, الامارات العربية المتحدة",Somethings are better not be disclosed.... \o/,2010-12-23 11:51:01,293,319,165,False,2020-12-12 12:20:30,"Ladies and Gentlemen, now we have #CovidVaccine experts in each and every household of #Pakistan #PfizerBioNTech #oxfordvaccine 🤦‍♂️","['CovidVaccine', 'Pakistan', 'PfizerBioNTech', 'oxfordvaccine']",Twitter for Android,0,0,False
8879,1405383349632266243,#AnnskieSTAYED😂,,Forever and Always James & Nadine 💜,2009-11-22 11:28:23,457,257,31051,False,2021-06-17 04:34:35,"May braso has never been this exposed charot. Thank you G. 💪
#Vaccinated #MunCoVac #PfizerBiontech https://t.co/pmd2ufKX7e","['Vaccinated', 'MunCoVac', 'PfizerBiontech']",Twitter for Android,1,2,False
6449,1367329460517818371,Jeana Mamer,"Los Angeles, CA",I pour wine for a living. #Feminist #TeamPatriot #BidenHarris2020,2010-02-28 22:05:39,621,1350,349572,False,2021-03-04 04:22:01,"Go get vaccinated, as soon as it’s your turn!! #getvaccinated #covid_19 #covidvacccine #pfizer #pfizerbiontech https://t.co/QsDuLDRBc8","['getvaccinated', 'covid_19', 'covidvacccine', 'pfizer', 'pfizerbiontech']",Instagram,0,0,False
5464,1359498978841174017,Charles Adler,"Vancouver, BC - Canada","Hosting ""CharlesAdlerTonight"" Global News Radio Network. Weeknights 7 Pacific-10 Eastern - Email comments/ideas to charles@charlesadlertonight.ca",2008-09-10 11:28:53,49115,4007,22090,True,2021-02-10 13:46:29,#vaccines Question everyone wants answered. Is a vaccinated person less likely to transmit virus? New study indicat… https://t.co/GAKOKCeqx6,['vaccines'],Twitter Web App,1,8,False
961,1340350512449908736,🇪🇺 Dr John 🏳️‍🌈 #BLM+N⭕️S 😷,Netherlands,"Social-liberal, lover of culture, film, travel & people. #HumanRights, just politics, defence & a #green 🌍 No one is entitled to his own facts!#TeamEmine",2010-01-17 00:05:14,1122,1051,43003,False,2020-12-19 17:37:19,"@JustinSandefur Refusing #SputnikV doesn’t make you #antivax, to be honest. Development was rushed &amp; a phase 3 test… https://t.co/t7dtCCb52g","['SputnikV', 'antivax']",Twitter for iPhone,0,0,False
1599,1342796275981283328,Opoyi,,"High-quality trusted conversations around news and information, in 12 languages.",2019-01-13 18:33:22,10263,51,19,False,2020-12-26 11:35:54,"#Spain will receive 4.5 million doses of #PfizerBioNTech's #coronavirus #vaccine over the next 12 weeks, to vaccina… https://t.co/YMkgipIZAI","['Spain', 'PfizerBioNTech', 'coronavirus', 'vaccine']",TweetDeck,0,0,False
10303,1430738961958268930,AKADialog,New Delhi,"Alliance for Knowledge Advancement and Dialog. Strategic partner for @ConversationEDU. Submissions at akadialog@gmail.com 
https://t.co/EMBN6sC6q0",2021-04-06 04:23:59,45,61,68,False,2021-08-26 03:48:45,"Worried about the increasing #DeltaVariant cases, full approval of #PfizerBiontech vaccine comes as a relief in the… https://t.co/lpLvtYttMd","['DeltaVariant', 'PfizerBiontech']",Twitter for Android,1,1,False
8966,1413684901954600960,Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 73 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",2011-03-18 10:02:16,76205,152,1443,True,2021-07-10 02:22:00,"""Very rare cases of myocarditis and pericarditis have been observed following vaccination with the mRNA Covid-19 va… https://t.co/6MpzfBvElp",,Hootsuite Inc.,0,0,False
